x,y
6.249094811271882,-0.034083893178741616
5.112220071243155,-0.9211267571813972
-1.0783912204489001,-0.88119840244905
-0.2202748161820825,-0.21849780724784282
-0.05762753613102757,-0.057595645229887554
-1.8646060260597934,-0.9571475322904853
-3.026165713882035,-0.11517079760181247
0.6962765924355078,0.6413654089963614
-0.08331015516090509,-0.0832138184387277
-2.8140165785019318,-0.32174894309329133
-0.031183076422708254,-0.031178023012983704
0.6224635623142848,0.5830384356126378
2.6853693926836484,0.4405607923326362
4.311424311021203,-0.9206849055530927
-2.6208107566543832,-0.49755853104466435
-0.49511972429290274,-0.4751370014977312
-1.563361773263255,-0.9999723638341864
1.2415248555710854,0.9462781671204611
2.6429707827749533,0.4782156615740846
6.126508966361199,-0.15603612566037176
-2.942432495177197,-0.1978461601572236
1.566530881091554,0.9999909030002685
2.138774452786001,0.8429903215983189
2.6717491728514555,0.4527467322219809
-2.5995974463114218,-0.5158462737721558
3.49274436877692,-0.3439794696180235
-2.6117755455353686,-0.5053755322870345
-1.7998694289057273,-0.9738772886027641
5.963280560824763,-0.3144761410554801
3.83506057840148,-0.6392079723980633
4.198665120501872,-0.8709205569570565
-2.563241055848642,-0.5466443659413682
4.8945765085828175,-0.9834497068776522
3.932181594770191,-0.7107676726910408
-0.1905934371169566,-0.18944161944943097
3.8179548180557012,-0.6259601879200426
0.9349266942195812,0.8045555456269835
0.5199976620471247,0.4968781089220324
-0.7425378097851292,-0.6761598309835889
-1.763533271669737,-0.9814836613485447
5.975723273290624,-0.30264066622912145
2.8158033501655937,0.32005667027797474
1.2672497553356041,0.9542823996065136
3.3887859615571743,-0.24468354958640695
1.2707121197229283,0.9553116008472602
2.7891875623521845,0.3451560906183426
-1.7283675190402499,-0.9876113244125503
1.6122553747663053,0.9991406967658686
6.175431267395524,-0.10754563998232093
-3.0782852037087634,-0.06326517073762346
2.059232133700651,0.883067928672484
-2.6599206548632375,-0.46326158376172816
2.0074029304193743,0.9061918327173855
0.3875288358348276,0.3779016544859826
5.311096156507499,-0.8260649082477841
3.031385513880036,0.10998418625822354
-1.6456757802397481,-0.9971978433849649
3.316298567959092,-0.1738185361435188
-3.115092738270321,-0.02649681385394037
-2.6185488345000376,-0.49951931659609566
5.910421583074892,-0.3641907432039132
1.7931760048838703,0.9753753703805109
-0.5448729962696256,-0.5183094819679066
2.6403995857994436,0.4804722126340853
4.08199134524409,-0.8077931797795563
-0.7580002477711414,-0.6874705761475413
4.906964387277191,-0.9811298530510186
-0.8507705238462201,-0.7517887148217747
2.186682502897716,0.8162618394036003
-2.4935507740117098,-0.6036264185754399
1.6247906911041525,0.9985426584231257
0.8780800550958985,0.7695141640141375
3.2666394810388666,-0.1247211953342496
-2.353163538060202,-0.709246736735017
-0.6501151300043314,-0.6052780548561641
-1.402495590525127,-0.985870829264476
1.8725193783887315,0.954825874662321
1.69555715465144,0.9922274575737661
4.115867157596265,-0.8272945452002936
-2.6500889511455066,-0.4719521216763793
2.0608335485420497,0.8823153404810946
0.7633407640445916,0.6913391022684499
-2.964328183559031,-0.17633757302590283
2.3206522126906233,0.7317870950346422
-0.5920911521215954,-0.5580974285504916
2.461112411352107,0.6291663747564455
2.011250893216725,0.9045579519733784
-1.6897385387295982,-0.9929347105399132
-0.1463440555025036,-0.1458222496559535
0.5174479710755899,0.49466382254761254
4.1925679370302635,-0.8679080857837327
0.4651101835440616,0.4485212831512733
1.474801847453739,0.9953960670114163
5.860965969400361,-0.4097858999735384
3.448131545137631,-0.30176068606797884
-2.6324352798525155,-0.48744167621958834
-2.9644831914192484,-0.17618499205946442
0.667743206018704,0.6192154831430303
-0.5806769805756645,-0.5485900801344612
-2.581618227094317,-0.5311645304647726
-0.04050019613970396,-0.0404891251993474
4.7169596396163636,-0.9999895545552786
5.360697017268731,-0.7971066116474183
-2.2837803650549233,-0.756413405557064
1.9536645490522304,0.9275969347695879
4.725090536168812,-0.9999193363247928
4.345489837028065,-0.9334441791180916
2.702616524854624,0.4250128927392864
6.159240540063294,-0.12362766456026168
-1.9381674922862722,-0.9332747500890306
1.5561378273506725,0.9998925661207501
-0.7300957328185768,-0.6669409695936024
5.973196527343973,-0.3050479510850369
6.145025217978687,-0.1377209703716902
4.769716780726349,-0.9983572116434052
-2.843766393229212,-0.29344285731386405
-0.06565092108094842,-0.06560377152265193
2.8348559888531644,0.301949233900596
1.8380250890715497,0.964506370877622
4.619321219835744,-0.9956723210480617
2.111464135950965,0.8573651454108903
5.349356742303024,-0.8039029064498632
2.692002233115786,0.43459669294027325
2.672835497051519,0.4517778560690799
-0.4369271755116511,-0.423157315462569
-0.20454182251347103,-0.20311855485234576
-1.0804452892274423,-0.88216759688277
1.33760635000096,0.9729341992421336
4.869412276103116,-0.9876971520701101
1.1957452146857372,0.9304888997353825
